기준월,거래처 코드,제품코드,박스,금액
2025-01,1200023,101070153,288,2900.16
2025-01,1200023,101070156,288,2900.16
2025-01,1200023,101070158,288,2900.16
2025-01,1200023,101070162,1008,10150.56
2025-01,1200023,101070165,864,8700.48
2025-01,1200023,101070168,1296,13050.72
2025-01,1200025,101002859,180,882.0
2025-01,1200025,101003241,180,882.0
2025-01,1200025,101003347,864,10143.36
2025-01,1200025,101003359,180,882.0
2025-01,1200025,101004141,324,4241.16
2025-01,1200025,101004233,96,1077.12
2025-01,1200025,101004245,216,3170.88
2025-01,1200027,101002188,432,3840.48
2025-01,1200027,101002402,324,2880.36
2025-01,1200027,101002859,600,2808.0
2025-01,1200027,101004233,160,1412.8
2025-01,1200027,101004257,160,1192.0
2025-01,1200027,101070153,648,5760.72
2025-01,1200027,101070154,648,5760.72
2025-01,1200027,101070156,864,7680.96
2025-01,1200027,101070158,648,5760.72
2025-01,1200027,101070162,1080,9601.2
2025-01,1200027,101070165,756,6720.84
2025-01,1200027,101070168,648,5760.72
2025-01,1200029,101002188,72,714.96
2025-01,1200029,101002402,144,1429.92
2025-01,1200029,101002716,162,1448.28
2025-01,1200029,101003241,900,4671.0
2025-01,1200029,101003346,108,1418.04
2025-01,1200029,101003360,180,934.2
2025-01,1200029,101004141,162,2316.6
2025-01,1200029,101004224,216,2201.04
2025-01,1200029,101004257,96,777.6
2025-01,1200029,101070153,216,2144.88
2025-01,1200029,101070154,72,714.96
2025-01,1200029,101070156,144,1429.92
2025-01,1200029,101070158,144,1429.92
2025-01,1200029,101070162,72,714.96
2025-01,1200029,101070165,1080,10724.4
2025-01,1200029,101070168,576,5719.68
2025-01,1200031,101002715,7200,51120.0
2025-01,1200031,101002859,165,947.1
2025-01,1200031,101003359,165,947.1
2025-01,1200031,101004224,8640,97632.0
2025-01,1200031,101004245,96,1260.48
2025-01,1200031,101070017,96,805.44
2025-01,1200031,101070162,126,1423.8
2025-01,1200032,101002188,432,3897.6400000000003
2025-01,1200032,101002402,432,3798.6400000000003
2025-01,1200032,101002612,900,8370.0
2025-01,1200032,101002859,1440,7502.4
2025-01,1200032,101003241,2340,12191.4
2025-01,1200032,101003346,108,1192.68
2025-01,1200032,101003347,864,9893.44
2025-01,1200032,101003359,360,1875.6
2025-01,1200032,101003360,900,4689.0
2025-01,1200032,101004141,486,6405.16
2025-01,1200032,101004174,900,4689.0
2025-01,1200032,101004183,540,2813.3999999999996
2025-01,1200032,101004224,4536,49334.56
2025-01,1200032,101004229,324,7030.84
2025-01,1200032,101004230,486,10565.26
2025-01,1200032,101004233,672,6133.599999999999
2025-01,1200032,101004245,216,2745.36
2025-01,1200032,101004257,1728,14100.48
2025-01,1200032,101004261,810,17470.1
2025-01,1200032,101005690,576,5169.04
2025-01,1200032,101070017,288,1650.52
2025-01,1200032,101070153,288,2398.76
2025-01,1200032,101070154,1152,10526.04
2025-01,1200032,101070156,1728,15462.56
2025-01,1200032,101070158,720,6441.400000000001
2025-01,1200032,101070162,1152,10369.04
2025-01,1200032,101070165,720,6247.400000000001
2025-01,1200032,101070168,2160,19387.2
2025-01,1200035,101002188,576,6572.16
2025-01,1200035,101002381,450,6858.0
2025-01,1200035,101002402,720,8215.2
2025-01,1200035,101002612,2700,27891.0
2025-01,1200035,101002715,29880,209736.0
2025-01,1200035,101002716,1023,9820.800000000001
2025-01,1200035,101002717,360,3193.2
2025-01,1200035,101002859,720,4168.8
2025-01,1200035,101003015,864,13374.72
2025-01,1200035,101003241,2520,14590.8
2025-01,1200035,101003346,432,6099.84
2025-01,1200035,101003347,1296,18299.52
2025-01,1200035,101003359,720,4168.8
2025-01,1200035,101003360,720,4168.8
2025-01,1200035,101004141,4837,74912.42
2025-01,1200035,101004174,720,4168.8
2025-01,1200035,101004183,360,2084.4
2025-01,1200035,101004224,23976,261092.16
2025-01,1200035,101004229,162,4033.8
2025-01,1200035,101004230,324,8067.6
2025-01,1200035,101004233,384,4070.4
2025-01,1200035,101004245,648,9149.76
2025-01,1200035,101004257,960,8851.2
2025-01,1200035,101004261,1782,44371.8
2025-01,1200035,101070153,288,3286.08
2025-01,1200035,101070154,1008,11501.279999999999
2025-01,1200035,101070156,720,8215.2
2025-01,1200035,101070158,432,4929.12
2025-01,1200035,101070162,1584,18073.44
2025-01,1200035,101070165,864,9858.24
2025-01,1200035,101070168,1296,14787.36
2025-01,1200036,101002715,21600,153360.0
2025-01,1200036,101004224,12960,146448.0
2025-01,1200037,101003241,720,3736.8
2025-01,1200037,101003346,432,5672.16
2025-01,1200037,101003347,216,2836.08
2025-01,1200037,101004141,162,2316.6
2025-01,1200037,101004224,1512,15876.0
2025-01,1200037,101070153,288,2859.84
2025-01,1200037,101070156,144,1429.92
2025-01,1200037,101070162,1008,10009.44
2025-01,1200037,101070165,864,8579.52
2025-01,1200039,101002715,10800,67100.4
2025-01,1200039,101002716,972,9331.2
2025-01,1200039,101002717,1080,9579.6
2025-01,1200039,101003015,576,8916.48
2025-01,1200039,101003346,216,3049.92
2025-01,1200039,101003347,432,6099.84
2025-01,1200039,101003359,360,2084.4
2025-01,1200039,101004141,486,7591.32
2025-01,1200039,101004224,12960,137298.24
2025-01,1200039,101004229,162,4033.8
2025-01,1200039,101004230,162,4033.8
2025-01,1200039,101004245,432,6099.84
2025-01,1200039,101004257,576,5310.72
2025-01,1200039,101004261,486,12101.4
2025-01,1200041,101003241,180,1026.0
2025-01,1200041,101003347,60,838.8
2025-01,1200041,101003360,30,171.0
2025-01,1200041,101004141,54,833.76
2025-01,1200041,101004224,60,670.8
2025-01,1200041,101004245,24,335.52
2025-01,1200041,101004257,32,289.92
2025-01,1200041,101004261,27,667.44
2025-01,1200043,101002715,10800,76680.0
2025-01,1200043,101004224,12960,146448.0
2025-01,1200047,101002188,720,7014.78
2025-01,1200047,101002402,720,7089.75
2025-01,1200047,101002859,0,-28.95
2025-01,1200047,101003241,720,3780.0
2025-01,1200047,101003359,360,1803.15
2025-01,1200047,101004141,9,129.87
2025-01,1200047,101004224,228,3016.4399999999996
2025-01,1200047,101004233,0,-28.8
2025-01,1200047,101004257,576,4287.36
2025-01,1200047,101005690,576,5523.84
2025-01,1200047,101070153,576,5800.32
2025-01,1200047,101070154,720,7164.719999999999
2025-01,1200047,101070156,1296,12590.189999999999
2025-01,1200047,101070158,2016,20011.949999999997
2025-01,1200047,101070162,2448,24431.16
2025-01,1200047,101070165,432,4178.88
2025-01,1200047,101070168,1584,15950.88
2025-01,1200048,101002402,288,3528.0
2025-01,1200048,101003347,432,6341.76
2025-01,1200048,101004224,432,5071.68
2025-01,1200048,101004233,192,2154.24
2025-01,1200048,101070153,288,3528.0
2025-01,1200048,101070156,144,1764.0
2025-01,1200048,101070158,144,1764.0
2025-01,1200048,101070165,1872,22932.0
2025-01,1200055,101002402,0,-141.74
2025-01,1200055,101002715,2700,18068.19
2025-01,1200055,101002859,180,1042.2
2025-01,1200055,101003346,432,6099.84
2025-01,1200055,101004141,162,2093.89
2025-01,1200055,101004174,180,1042.2
2025-01,1200055,101004224,9288,86547.70999999999
2025-01,1200055,101004233,96,666.48
2025-01,1200055,101004245,0,-263.09000000000003
2025-01,1200055,101004261,0,-1391.85
2025-01,1200055,101070017,0,-1053.3600000000001
2025-01,1200055,101070154,576,6572.16
2025-01,1200055,101070156,0,-283.46
2025-01,1200055,101070162,0,-283.46
2025-01,1200055,101070165,144,1643.04
2025-01,1200055,101070168,0,-283.46
2025-01,1200056,101002188,0,-208.34
2025-01,1200056,101002402,0,-208.33
2025-01,1200056,101004233,0,-208.33
2025-01,1200056,101004257,0,-208.33
2025-01,1200056,101070153,0,-208.33
2025-01,1200056,101070154,0,-208.34
2025-01,1200056,101070156,0,-208.33
2025-01,1200056,101070158,0,-208.33
2025-01,1200056,101070162,0,-208.34
2025-01,1200056,101070165,0,-208.34
2025-01,1200056,101070168,0,-208.33
2025-01,1200064,101002188,144,1630.08
2025-01,1200064,101002402,144,1630.08
2025-01,1200064,101002715,160,1412.8
2025-01,1200064,101003241,165,948.75
2025-01,1200064,101070153,144,1630.08
2025-01,1200064,101070154,144,1630.08
2025-01,1200064,101070156,288,3260.16
2025-01,1200064,101070158,144,1630.08
2025-01,1200064,101070162,144,1630.08
2025-01,1200064,101070165,144,1630.08
2025-01,1200064,101070168,288,3260.16
2025-01,1200067,101002715,10800,76248.0
2025-01,1200077,101003648,21560,256888.47
2025-01,1200077,101004125,6120,76256.58
2025-01,1200077,101004196,18336,157778.23
2025-01,1200077,101004225,2112,18235.47
2025-01,1200077,101070156,2457,23159.870000000003
2025-01,1200077,101070163,87120,1002727.95
2025-01,1200077,101070166,5175,67896.48
2025-01,1200095,101002381,300,4113.98
2025-01,1200095,101002612,5100,50854.31
2025-01,1200095,101002715,4640,35689.87
2025-01,1200095,101002859,3630,20003.989999999998
2025-01,1200095,101003241,3795,20769.0
2025-01,1200095,101003346,1536,19302.15
2025-01,1200095,101003347,576,7134.150000000001
2025-01,1200095,101003360,165,803.62
2025-01,1200095,101004174,3300,18132.899999999998
2025-01,1200095,101004224,10656,134673.93
2025-01,1200095,101004229,648,15484.44
2025-01,1200095,101004230,2592,62564.950000000004
2025-01,1200095,101004233,2400,23147.43
2025-01,1200095,101004245,768,9773.12
2025-01,1200095,101004257,4224,36733.72
2025-01,1200095,101004261,6480,150266.11
2025-01,1200095,101005690,1440,14424.61
2025-01,1200095,101070156,1512,15111.91
2025-01,1200095,101070162,1323,13162.470000000001
2025-01,1200095,101070168,3213,31960.370000000003
2025-01,1200100,101001911,31425,471217.01
2025-01,1200100,101003648,81488,739956.12
2025-01,1200100,101004098,64320,460336.57
2025-01,1200100,101070163,21465,311135.7
2025-01,1200100,101070166,9360,110538.38
2025-01,1200105,101002402,288,2286.72
2025-01,1200105,101002715,4320,28944.0
2025-01,1200105,101002717,360,3002.4
2025-01,1200105,101003241,1080,4482.0
2025-01,1200105,101070156,288,2286.72
2025-01,1200105,101070158,144,1143.36
2025-01,1200105,101070162,1440,11433.6
2025-01,1200105,101070165,576,4573.44
2025-01,1200105,101070168,1152,9146.88
2025-01,1200113,101002381,1500,21434.26
2025-01,1200113,101002612,3000,30162.85
2025-01,1200113,101002715,3040,26183.47
2025-01,1200113,101002717,1440,12012.6
2025-01,1200113,101002859,825,4380.75
2025-01,1200113,101003241,1815,10189.99
2025-01,1200113,101003347,768,10262.4
2025-01,1200113,101004224,1824,24245.739999999998
2025-01,1200113,101004233,2592,25270.850000000002
2025-01,1200113,101004257,2304,20032.510000000002
2025-01,1200113,101004261,4104,100966.07999999999
2025-01,1200113,101005690,768,7449.6
2025-01,1200113,101070153,756,7726.32
2025-01,1200113,101070156,2520,26576.69
2025-01,1200113,101070158,1512,16226.140000000001
2025-01,1200113,101070162,2646,28539.88
2025-01,1200113,101070165,2079,22617.6
2025-01,1200113,101070168,1386,14683.01
2025-01,1200119,101002381,150,2023.5
2025-01,1200119,101002612,300,2952.0
2025-01,1200119,101003241,720,3873.6
2025-01,1200119,101003346,216,2903.04
2025-01,1200119,101003347,216,2903.04
2025-01,1200119,101004224,432,4661.28
2025-01,1200119,101004233,576,5662.08
2025-01,1200119,101004261,324,7776.0
2025-01,1200119,101070153,432,4488.48
2025-01,1200119,101070154,432,4488.48
2025-01,1200119,101070156,432,4488.48
2025-01,1200119,101070158,432,4488.48
2025-01,1200119,101070165,288,2992.32
2025-01,1200119,101070168,432,4488.48
2025-01,1200120,101002188,288,2943.36
2025-01,1200120,101002402,288,2943.36
2025-01,1200120,101003241,180,955.8
2025-01,1200120,101004257,192,1597.44
2025-01,1200120,101070153,144,1471.68
2025-01,1200120,101070154,288,2943.36
2025-01,1200120,101070156,432,4415.04
2025-01,1200120,101070158,432,4415.04
2025-01,1200120,101070162,720,7358.4
2025-01,1200120,101070165,432,4415.04
2025-01,1200120,101070168,720,7358.4
2025-01,1200140,101002612,1200,9864.0
2025-01,1200140,101002859,720,4140.0
2025-01,1200140,101003241,1080,6210.0
2025-01,1200140,101003346,216,3036.96
2025-01,1200140,101003347,1512,18223.92
2025-01,1200140,101003359,1080,4968.0
2025-01,1200140,101003360,720,4140.0
2025-01,1200140,101004141,2430,37762.2
2025-01,1200140,101004174,360,2070.0
2025-01,1200140,101004224,3240,39484.8
2025-01,1200140,101004229,162,4020.84
2025-01,1200140,101004230,324,8041.68
2025-01,1200140,101004245,432,6073.92
2025-01,1200140,101004261,972,24125.04
2025-01,1200140,101070017,0,-2025.6
2025-01,1200140,101070162,1008,11410.56
2025-01,1200140,101070165,144,1630.08
2025-01,1200140,101070168,1296,14670.72
2025-01,1200148,101002715,1080,7624.8
2025-01,1200148,101004224,7560,85050.0
2025-01,1200148,101070162,1440,16300.8
2025-01,1200148,101070168,1728,19560.96
2025-01,1200153,101002381,150,-331.9899999999999
2025-01,1200153,101002612,300,1072.8899999999999
2025-01,1200153,101002715,0,-1737.41
2025-01,1200153,101002717,0,-354.9
2025-01,1200153,101003015,0,-382.17
2025-01,1200153,101003241,0,-1586.93
2025-01,1200153,101003347,0,-316.21
2025-01,1200153,101004224,0,-4267.73
2025-01,1200153,101004229,504,11503.76
2025-01,1200153,101004230,504,12148.78
2025-01,1200153,101004233,576,5840.2
2025-01,1200153,101004257,0,-202.38
2025-01,1200153,101004261,0,-2488.7
2025-01,1200153,101005690,576,5867.46
2025-01,1200153,101070017,480,4967.42
2025-01,1200153,101070153,819,8970.800000000001
2025-01,1200153,101070154,0,-463.72
2025-01,1200153,101070156,819,8141.429999999999
2025-01,1200153,101070158,0,-178.52
2025-01,1200153,101070162,756,5959.370000000001
2025-01,1200153,101070165,1071,8951.939999999999
2025-01,1200153,101070168,1197,12349.85
2025-01,1200160,101002612,1950,18115.5
2025-01,1200160,101002859,2640,13153.8
2025-01,1200160,101003347,1728,21674.88
2025-01,1200160,101004174,2310,11545.05
2025-01,1200160,101004224,1824,22928.64
2025-01,1200160,101004261,1656,36722.88
2025-01,1200160,101070156,1512,13712.58
2025-01,1200160,101070162,2016,18420.57
2025-01,1200160,101070168,1260,11213.369999999999
2025-01,1200173,101003346,96,1270.08
2025-01,1200173,101004224,288,3810.24
2025-01,1200173,101004261,216,5121.36
2025-01,1200173,101070156,189,1903.23
2025-01,1200173,101070158,252,2537.64
2025-01,1200173,101070162,441,4440.87
2025-01,1200173,101070165,126,1268.82
2025-01,1200173,101070168,315,3172.05
2025-01,1200176,101070153,108,1072.44
2025-01,1200176,101070154,216,2144.88
2025-01,1200176,101070156,108,1072.44
2025-01,1200176,101070158,216,2144.88
2025-01,1200176,101070162,216,2144.88
2025-01,1200176,101070165,216,2144.88
2025-01,1200176,101070168,216,2144.88
2025-01,1200180,101002188,432,4631.04
2025-01,1200180,101002402,288,3087.36
2025-01,1200180,101070153,144,1543.68
2025-01,1200180,101070154,432,4631.04
2025-01,1200180,101070156,576,6174.72
2025-01,1200180,101070158,576,6174.72
2025-01,1200180,101070162,432,4631.04
2025-01,1200180,101070165,576,6174.72
2025-01,1200180,101070168,864,9262.08
2025-01,1200187,101002381,150,2157.0
2025-01,1200187,101002402,288,2554.56
2025-01,1200187,101003241,720,3261.6
2025-01,1200187,101004261,162,3189.78
2025-01,1200187,101070153,288,2554.56
2025-01,1200187,101070156,288,2554.56
2025-01,1200187,101070158,144,1277.28
2025-01,1200187,101070162,1008,8940.96
2025-01,1200187,101070165,720,6386.4
2025-01,1200187,101070168,1008,8940.96
2025-01,1200188,101002381,975,12762.75
2025-01,1200188,101002612,1800,17424.0
2025-01,1200188,101003241,2970,15592.5
2025-01,1200188,101004224,1728,22861.44
2025-01,1200188,101004261,864,20485.44
2025-01,1200188,101070156,1008,10150.56
2025-01,1200188,101070158,1323,13322.61
2025-01,1200188,101070162,4410,44408.7
2025-01,1200197,101002381,225,3140.23
2025-01,1200197,101002612,300,-650.4899999999999
2025-01,1200197,101002715,7040,54495.58
2025-01,1200197,101002717,640,4721.78
2025-01,1200197,101003015,3888,56201.74
2025-01,1200197,101003241,2310,9867.119999999999
2025-01,1200197,101003347,672,5132.069999999999
2025-01,1200197,101004224,9120,114322.31
2025-01,1200197,101004229,72,1458.38
2025-01,1200197,101004230,216,5094.55
2025-01,1200197,101004233,96,-366.29999999999995
2025-01,1200197,101004257,192,-523.8699999999998
2025-01,1200197,101004261,6336,140876.13
2025-01,1200197,101070017,0,-66.19
2025-01,1200197,101070153,252,2198.1
2025-01,1200197,101070154,504,4789.59
2025-01,1200197,101070156,2205,19251.55
2025-01,1200197,101070158,252,-2403.71
2025-01,1200197,101070162,5481,39266.32
2025-01,1200197,101070165,3339,26379.61
2025-01,1200197,101070168,882,5259.85
2025-01,1200200,101002379,17162,231416.44
2025-01,1200200,101002612,16363,155369.3
2025-01,1200200,101002717,5580,49894.49
2025-01,1200200,101002859,20880,109629.69
2025-01,1200200,101003241,13140,70577.95
2025-01,1200200,101003346,1898,27707.12
2025-01,1200200,101003359,2572,14419.08
2025-01,1200200,101003370,0,1283.4
2025-01,1200200,101004141,205,2908.83
2025-01,1200200,101004167,193,2430.11
2025-01,1200200,101004174,3240,14895.710000000001
2025-01,1200200,101004183,3771,17149.850000000002
2025-01,1200200,101004224,1420,18964.62
2025-01,1200200,101004229,133,2918.47
2025-01,1200200,101004230,17,-35.049999999999955
2025-01,1200200,101004233,7661,81795.06
2025-01,1200200,101004245,1,15.76
2025-01,1200200,101004261,156,4219.02
2025-01,1200200,101005690,2974,31249.690000000002
2025-01,1200200,101070154,567,4397.1900000000005
2025-01,1200200,101070155,941,5322.03
2025-01,1200200,101070156,3339,28938.210000000003
2025-01,1200200,101070161,2784,12570.17
2025-01,1200200,101070162,3987,39533.59
2025-01,1200200,101070164,4123,20320.18
2025-01,1200200,101070165,504,3578.76
2025-01,1200200,101070168,2961,46718.86
2025-01,1200236,101002381,3150,40680.32
2025-01,1200236,101002612,900,5227.33
2025-01,1200236,101002715,0,-1948.01
2025-01,1200236,101002859,360,-3769.45
2025-01,1200236,101003241,0,-14044.2
2025-01,1200236,101003346,432,2571.8499999999995
2025-01,1200236,101003347,864,-3187.7299999999996
2025-01,1200236,101003359,1080,4746.85
2025-01,1200236,101003360,0,-11975.98
2025-01,1200236,101004141,1134,-15390.98
2025-01,1200236,101004174,1080,5124.85
2025-01,1200236,101004183,360,1512.0
2025-01,1200236,101004224,6480,-3114.7600000000057
2025-01,1200236,101004229,486,8429.32
2025-01,1200236,101004230,486,3620.6800000000003
2025-01,1200236,101004233,384,2535.74
2025-01,1200236,101004245,432,2319.2799999999997
2025-01,1200236,101004257,192,1108.58
2025-01,1200236,101004261,2430,31401.469999999994
2025-01,1200236,101005690,384,2535.74
2025-01,1200236,101070017,0,-546.36
2025-01,1200236,101070152,1152,5806.08
2025-01,1200236,101070155,1152,5806.08
2025-01,1200236,101070156,0,-1013.02
2025-01,1200236,101070158,0,-1003.71
2025-01,1200236,101070161,10368,49636.799999999996
2025-01,1200236,101070162,4320,39304.3
2025-01,1200236,101070164,3168,15966.720000000001
2025-01,1200236,101070165,0,-1442.62
2025-01,1200236,101070167,11232,53991.36
2025-01,1200236,101070168,1440,-1131.9700000000012
2025-01,1200255,101002612,150,1395.0
2025-01,1200255,101002859,180,937.8
2025-01,1200255,101003241,180,937.8
2025-01,1200255,101003359,180,937.8
2025-01,1200255,101004224,216,2745.36
2025-01,1200255,101004257,96,814.08
2025-01,1200255,101070156,1440,14788.8
2025-01,1200255,101070162,1584,16267.68
2025-01,1200255,101070165,720,7394.4
2025-01,1200256,101002715,1280,11392.0
2025-01,1200256,101002717,320,2848.0
2025-01,1200256,101003241,825,4801.5
2025-01,1200256,101004224,2784,39310.08
2025-01,1200265,101002188,1440,16384.71
2025-01,1200265,101002402,576,6572.16
2025-01,1200265,101002612,0,-1172.4
2025-01,1200265,101002715,3240,28699.55
2025-01,1200265,101002717,360,3149.8300000000004
2025-01,1200265,101002859,360,2084.4
2025-01,1200265,101003015,0,-31.48
2025-01,1200265,101003241,1800,10255.72
2025-01,1200265,101004174,360,2084.4
2025-01,1200265,101004230,0,-1202.58
2025-01,1200265,101070153,576,6572.16
2025-01,1200265,101070154,1872,21275.68
2025-01,1200265,101070156,2736,31128.22
2025-01,1200265,101070158,1872,21290.059999999998
2025-01,1200265,101070162,2880,32805.79
2025-01,1200265,101070165,2160,24570.18
2025-01,1200265,101070168,2160,24605.61
2025-01,1200273,101002381,240,3141.6
2025-01,1200273,101002402,216,1740.96
2025-01,1200273,101002612,285,2205.9
2025-01,1200273,101002859,2100,8820.0
2025-01,1200273,101003241,1800,7560.0
2025-01,1200273,101003346,360,4762.8
2025-01,1200273,101003347,360,3808.8
2025-01,1200273,101004224,1200,15876.0
2025-01,1200273,101004261,720,13658.4
2025-01,1200273,101070155,864,4354.56
2025-01,1200273,101070156,108,870.48
2025-01,1200273,101070158,216,1740.96
2025-01,1200273,101070161,1944,7620.48
2025-01,1200273,101070162,1620,13057.2
2025-01,1200273,101070164,1512,7620.48
2025-01,1200273,101070165,1296,10445.759999999998
2025-01,1200273,101070167,2160,7620.48
2025-01,1200273,101070168,1620,13057.2
2025-01,1200280,101002188,63,625.59
