기준일자,제품코드,창고,기초재고,입고,출고,예상재고
2026-09-23,101004227,LA,3843.0,0.0,0.0,3843.0
2026-09-23,101004229,Chicago,554.0,0.0,0.0,554.0
2026-09-23,101004229,Cranbury,418.0,0.0,0.0,418.0
2026-09-23,101004229,LA,15475.0,0.0,504.0,14971.0
2026-09-23,101004229,Texas,457.0,0.0,0.0,457.0
2026-09-23,101004230,Chicago,641.0,0.0,0.0,641.0
2026-09-23,101004230,Cranbury,565.0,0.0,0.0,565.0
2026-09-23,101004230,LA,16607.0,0.0,504.0,16103.0
2026-09-23,101004230,Texas,1590.0,0.0,0.0,1590.0
2026-09-23,101004233,Chicago,354.0,0.0,0.0,354.0
2026-09-23,101004233,Cranbury,79.0,0.0,0.0,79.0
2026-09-23,101004233,LA,68415.0,0.0,1960.0,66455.0
2026-09-23,101004233,Texas,3524.0,0.0,0.0,3524.0
2026-09-23,101004240,LA,125.0,0.0,0.0,125.0
2026-09-23,101004245,Chicago,501.0,0.0,0.0,501.0
2026-09-23,101004245,Cranbury,17.0,0.0,0.0,17.0
2026-09-23,101004245,LA,9.0,0.0,0.0,9.0
2026-09-23,101004245,Texas,24.0,0.0,0.0,24.0
2026-09-23,101004246,LA,2482.0,0.0,0.0,2482.0
2026-09-23,101004256,LA,197.0,0.0,0.0,197.0
2026-09-23,101004257,Chicago,951.0,0.0,0.0,951.0
2026-09-23,101004257,Cranbury,1731.0,0.0,0.0,1731.0
2026-09-23,101004257,LA,35214.0,0.0,0.0,35214.0
2026-09-23,101004257,Texas,3937.0,0.0,0.0,3937.0
2026-09-23,101004261,Chicago,663.0,0.0,0.0,663.0
2026-09-23,101004261,Cranbury,4649.0,0.0,0.0,4649.0
2026-09-23,101004261,LA,24493.0,1882.0,324.0,26051.0
2026-09-23,101004261,Texas,895.0,0.0,0.0,895.0
2026-09-23,101004262,LA,3255.0,0.0,0.0,3255.0
2026-09-23,101004378,Cranbury,152.0,0.0,0.0,152.0
2026-09-23,101004378,LA,482.0,0.0,0.0,482.0
2026-09-23,101004378,TRANSFER,37.0,0.0,0.0,0.0
2026-09-23,101005690,Chicago,398.0,0.0,0.0,398.0
2026-09-23,101005690,Cranbury,384.0,0.0,0.0,384.0
2026-09-23,101005690,LA,29986.0,0.0,672.0,29314.0
2026-09-23,101005690,Texas,2247.0,0.0,0.0,2247.0
2026-09-23,101006220,LA,228.0,0.0,0.0,228.0
2026-09-23,101006220,Texas,46.0,0.0,0.0,46.0
2026-09-23,101006320,LA,511.0,0.0,0.0,511.0
2026-09-23,101006714,Cranbury,10.0,0.0,0.0,10.0
2026-09-23,101006714,LA,4.0,0.0,0.0,4.0
2026-09-23,101006821,LA,1385.0,0.0,0.0,1385.0
2026-09-23,101006900,Cranbury,72.0,0.0,0.0,72.0
2026-09-23,101006900,LA,83.0,0.0,0.0,83.0
2026-09-23,101006964,LA,2291.0,0.0,0.0,2291.0
2026-09-23,101007028,LA,24.0,0.0,0.0,24.0
2026-09-23,101007029,LA,1014.0,0.0,0.0,1014.0
2026-09-23,101007065,TRANSFER,200.0,0.0,0.0,0.0
2026-09-23,101007073,Cranbury,216.0,0.0,0.0,216.0
2026-09-23,101007073,LA,2701.0,0.0,0.0,2701.0
2026-09-23,101007310,Cranbury,319.0,0.0,0.0,319.0
2026-09-23,101007310,LA,11648.0,0.0,0.0,11648.0
2026-09-23,101007351,LA,533011.0,9000.0,4500.0,537511.0
2026-09-23,101007391,Chicago,144.0,0.0,0.0,144.0
2026-09-23,101007391,Cranbury,7.0,0.0,0.0,7.0
2026-09-23,101007391,LA,3258.0,0.0,0.0,3258.0
2026-09-23,101007391,Texas,1296.0,0.0,0.0,1296.0
2026-09-23,101007394,Chicago,144.0,0.0,0.0,144.0
2026-09-23,101007394,Cranbury,304.0,0.0,0.0,304.0
2026-09-23,101007394,LA,2784.0,0.0,0.0,2784.0
2026-09-23,101007402,Chicago,144.0,0.0,0.0,144.0
2026-09-23,101007402,Cranbury,134.0,0.0,0.0,134.0
2026-09-23,101007402,LA,8693.0,0.0,0.0,8693.0
2026-09-23,101007594,Cranbury,80.0,0.0,0.0,80.0
2026-09-23,101007594,LA,5672.0,0.0,0.0,5672.0
2026-09-23,101007596,Cranbury,80.0,0.0,0.0,80.0
2026-09-23,101007596,LA,5908.0,0.0,80.0,5828.0
2026-09-23,101070017,Cranbury,96.0,0.0,0.0,96.0
2026-09-23,101070017,LA,4712.0,0.0,0.0,4712.0
2026-09-23,101070017,Texas,1920.0,0.0,0.0,1920.0
2026-09-23,101070024,LA,4791.0,0.0,0.0,4791.0
2026-09-23,101070040,Cranbury,20.0,0.0,0.0,20.0
2026-09-23,101070040,LA,6603.0,0.0,0.0,6603.0
2026-09-23,101070041,LA,8191.0,0.0,0.0,8191.0
2026-09-23,101070060,LA,4431.0,0.0,0.0,4431.0
2026-09-23,101070075,LA,7330.0,0.0,0.0,7330.0
2026-09-23,101070075,Texas,173.0,0.0,0.0,173.0
2026-09-23,101070079,Cranbury,1260.0,0.0,0.0,1260.0
2026-09-23,101070079,LA,7380.0,0.0,0.0,7380.0
2026-09-23,101070079,Texas,264.0,0.0,0.0,264.0
2026-09-23,101070085,LA,8.0,0.0,0.0,8.0
2026-09-23,101070097,Cranbury,176.0,0.0,0.0,176.0
2026-09-23,101070097,LA,194.0,0.0,0.0,194.0
2026-09-23,101070101,LA,415.0,0.0,0.0,415.0
2026-09-23,101070105,Chicago,216.0,0.0,0.0,216.0
2026-09-23,101070105,Cranbury,3240.0,0.0,0.0,3240.0
2026-09-23,101070105,LA,94468.0,12960.0,16416.0,91012.0
2026-09-23,101070105,Texas,686.0,0.0,0.0,686.0
2026-09-23,101070106,LA,275134.0,1343.0,1232.0,275245.0
2026-09-23,101070107,LA,809.0,0.0,0.0,809.0
2026-09-23,101070108,Cranbury,1869.0,0.0,0.0,1869.0
2026-09-23,101070108,LA,67307.0,0.0,160.0,67147.0
2026-09-23,101070109,LA,56964.0,0.0,0.0,56964.0
2026-09-23,101070110,Chicago,648.0,0.0,0.0,648.0
2026-09-23,101070110,LA,6242.0,0.0,438.0,5804.0
2026-09-23,101070110,Texas,23.0,0.0,0.0,23.0
2026-09-23,101070111,LA,2.0,0.0,0.0,2.0
2026-09-23,101070112,LA,87387.0,4860.0,4860.0,87387.0
2026-09-23,101070112,Texas,25.0,4050.0,0.0,4075.0
2026-09-23,101070115,Chicago,62.0,0.0,0.0,62.0
2026-09-23,101070115,Cranbury,107.0,0.0,0.0,107.0
2026-09-23,101070115,LA,8318.0,0.0,0.0,8318.0
2026-09-23,101070115,Texas,155.0,0.0,0.0,155.0
2026-09-23,101070116,Chicago,33.0,0.0,0.0,33.0
2026-09-23,101070116,Cranbury,219.0,0.0,0.0,219.0
2026-09-23,101070116,LA,13805.0,0.0,0.0,13805.0
2026-09-23,101070116,Texas,155.0,0.0,0.0,155.0
2026-09-23,101070117,Chicago,2.0,0.0,0.0,2.0
2026-09-23,101070117,Cranbury,134.0,0.0,0.0,134.0
2026-09-23,101070117,LA,10962.0,0.0,0.0,10962.0
2026-09-23,101070117,Texas,155.0,0.0,0.0,155.0
2026-09-23,101070118,Cranbury,64.0,0.0,0.0,64.0
2026-09-23,101070118,LA,8718.0,0.0,96.0,8622.0
2026-09-23,101070118,Texas,155.0,0.0,0.0,155.0
2026-09-23,101070119,LA,962.0,0.0,0.0,962.0
2026-09-23,101070127,LA,121161.0,0.0,0.0,121161.0
2026-09-23,101070129,Cranbury,85.0,0.0,0.0,85.0
2026-09-23,101070129,LA,27599.0,0.0,0.0,27599.0
2026-09-23,101070130,Cranbury,85.0,0.0,0.0,85.0
2026-09-23,101070130,LA,28910.0,0.0,0.0,28910.0
2026-09-23,101070131,Cranbury,85.0,0.0,0.0,85.0
2026-09-23,101070131,LA,29806.0,0.0,0.0,29806.0
2026-09-23,101070132,LA,54.0,0.0,0.0,54.0
2026-09-23,101070134,Chicago,6524.0,0.0,0.0,6524.0
2026-09-23,101070134,Cranbury,10442.0,6480.0,0.0,16922.0
2026-09-23,101070134,LA,21076.0,0.0,0.0,21076.0
2026-09-23,101070134,Texas,7312.0,0.0,0.0,7312.0
2026-09-23,101070135,Chicago,321.0,0.0,0.0,321.0
2026-09-23,101070135,Cranbury,800.0,0.0,0.0,800.0
2026-09-23,101070135,LA,4873.0,0.0,0.0,4873.0
2026-09-23,101070135,TRANSFER,3240.0,0.0,0.0,0.0
2026-09-23,101070135,Texas,3756.0,0.0,3240.0,516.0
2026-09-23,101070137,Chicago,285.0,0.0,0.0,285.0
2026-09-23,101070138,Chicago,285.0,0.0,0.0,285.0
2026-09-23,101070139,Chicago,285.0,0.0,0.0,285.0
2026-09-23,101070141,LA,48.0,0.0,0.0,48.0
2026-09-23,101070149,LA,68092.0,0.0,0.0,68092.0
2026-09-23,101070152,LA,10350.0,0.0,0.0,10350.0
2026-09-23,101070153,Chicago,692.0,0.0,0.0,692.0
2026-09-23,101070153,Cranbury,1801.0,0.0,0.0,1801.0
2026-09-23,101070153,LA,42397.0,0.0,703.0,41694.0
2026-09-23,101070153,Texas,532.0,0.0,0.0,532.0
2026-09-23,101070154,Chicago,440.0,0.0,0.0,440.0
2026-09-23,101070154,Cranbury,2483.0,0.0,0.0,2483.0
2026-09-23,101070154,LA,27571.0,3445.0,3445.0,27571.0
2026-09-23,101070154,Texas,525.0,0.0,0.0,525.0
2026-09-23,101070155,Cranbury,2241.0,0.0,0.0,2241.0
2026-09-23,101070155,LA,36640.0,0.0,0.0,36640.0
2026-09-23,101070156,Chicago,720.0,0.0,0.0,720.0
2026-09-23,101070156,Cranbury,4955.0,0.0,0.0,4955.0
2026-09-23,101070156,LA,102273.0,0.0,945.0,101328.0
2026-09-23,101070156,TRANSFER,63.0,0.0,0.0,0.0
2026-09-23,101070156,Texas,2431.0,0.0,63.0,2368.0
2026-09-23,101070157,LA,19309.0,0.0,0.0,19309.0
2026-09-23,101070158,Chicago,576.0,0.0,0.0,576.0
2026-09-23,101070158,Cranbury,2706.0,0.0,0.0,2706.0
2026-09-23,101070158,LA,28866.0,0.0,9.0,28857.0
2026-09-23,101070158,Texas,45.0,0.0,0.0,45.0
2026-09-23,101070161,Cranbury,1989.0,0.0,0.0,1989.0
2026-09-23,101070161,LA,96166.0,0.0,0.0,96166.0
2026-09-23,101070162,Chicago,2334.0,0.0,0.0,2334.0
2026-09-23,101070162,Cranbury,7809.0,0.0,0.0,7809.0
2026-09-23,101070162,LA,39292.0,1872.0,0.0,41164.0
2026-09-23,101070162,Texas,1427.0,0.0,0.0,1427.0
2026-09-23,101070163,LA,28598.0,1080.0,1080.0,28598.0
2026-09-23,101070164,Cranbury,1341.0,0.0,0.0,1341.0
2026-09-23,101070164,LA,75145.0,0.0,0.0,75145.0
2026-09-23,101070165,Chicago,1927.0,0.0,0.0,1927.0
2026-09-23,101070165,Cranbury,3244.0,0.0,0.0,3244.0
2026-09-23,101070165,LA,81383.0,0.0,2304.0,79079.0
2026-09-23,101070165,Texas,548.0,0.0,0.0,548.0
2026-09-23,101070166,LA,12451.0,810.0,810.0,12451.0
2026-09-23,101070167,Chicago,864.0,0.0,0.0,864.0
2026-09-23,101070167,LA,23252.0,0.0,0.0,23252.0
2026-09-23,101070167,Texas,576.0,0.0,0.0,576.0
2026-09-23,101070168,Chicago,976.0,0.0,0.0,976.0
2026-09-23,101070168,Cranbury,8554.0,0.0,0.0,8554.0
2026-09-23,101070168,LA,69183.0,4320.0,4446.0,69057.0
2026-09-23,101070168,Texas,3336.0,0.0,0.0,3336.0
2026-09-23,101070173,LA,150.0,0.0,0.0,150.0
2026-09-23,101070175,LA,87.0,0.0,0.0,87.0
2026-09-23,101070176,LA,7584.0,0.0,0.0,7584.0
2026-09-23,101070177,LA,1455.0,0.0,0.0,1455.0
2026-09-23,101070178,LA,30.0,0.0,0.0,30.0
2026-09-23,101070179,LA,3434.0,2038.0,0.0,5472.0
2026-09-23,101070181,Cranbury,41.0,0.0,0.0,41.0
2026-09-23,101070181,LA,18054.0,0.0,0.0,18054.0
2026-09-23,101070182,Cranbury,41.0,0.0,0.0,41.0
2026-09-23,101070182,LA,18239.0,0.0,0.0,18239.0
2026-09-23,101070187,LA,4700.0,0.0,0.0,4700.0
2026-09-23,101070188,LA,6880.0,0.0,63.0,6817.0
2026-09-23,101070191,LA,9186.0,0.0,0.0,9186.0
2026-09-23,101070192,Cranbury,2080.0,0.0,0.0,2080.0
2026-09-23,101070192,LA,40090.0,0.0,0.0,40090.0
2026-09-23,101070192,Texas,0.0,1080.0,0.0,1080.0
2026-09-23,101070193,LA,10161.0,0.0,672.0,9489.0
2026-09-23,101070213,Cranbury,63.0,0.0,0.0,63.0
2026-09-23,101070213,LA,10768.0,0.0,192.0,10576.0
2026-09-23,101070232,LA,718.0,0.0,0.0,718.0
2026-09-23,101070233,LA,656.0,0.0,0.0,656.0
2026-09-23,101070237,Cranbury,200.0,0.0,0.0,200.0
2026-09-23,101070237,LA,21576.0,0.0,0.0,21576.0
2026-09-23,102000276,Cranbury,25.0,0.0,0.0,25.0
2026-09-23,102000276,LA,286.0,0.0,0.0,286.0
2026-09-23,102000283,LA,318.0,0.0,0.0,318.0
2026-09-23,102000288,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102000288,LA,19.0,0.0,0.0,19.0
2026-09-23,102000305,LA,614.0,0.0,0.0,614.0
2026-09-23,102000382,Chicago,34.0,0.0,0.0,34.0
2026-09-23,102000382,LA,10.0,0.0,0.0,10.0
2026-09-23,102001162,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102001162,LA,674.0,0.0,0.0,674.0
2026-09-23,102001521,LA,793.0,0.0,0.0,793.0
2026-09-23,102001641,LA,333.0,0.0,0.0,333.0
2026-09-23,102001743,LA,503.0,0.0,0.0,503.0
2026-09-23,102001744,LA,1004.0,0.0,0.0,1004.0
2026-09-23,102002006,Cranbury,60.0,0.0,0.0,60.0
2026-09-23,102002006,LA,120.0,0.0,0.0,120.0
2026-09-23,102002009,LA,472.0,0.0,0.0,472.0
2026-09-23,102002018,Chicago,61.0,0.0,0.0,61.0
2026-09-23,102002018,Cranbury,60.0,0.0,0.0,60.0
2026-09-23,102002018,LA,284.0,0.0,0.0,284.0
2026-09-23,102002033,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102002033,LA,90.0,0.0,0.0,90.0
2026-09-23,102002036,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102002036,LA,191.0,0.0,0.0,191.0
2026-09-23,102002037,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102002037,LA,163.0,0.0,0.0,163.0
2026-09-23,102002069,Chicago,173.0,0.0,0.0,173.0
2026-09-23,102002069,LA,233.0,0.0,0.0,233.0
2026-09-23,102002181,Cranbury,30.0,0.0,0.0,30.0
2026-09-23,102002181,LA,333.0,0.0,0.0,333.0
2026-09-23,102002433,LA,4787.0,0.0,0.0,4787.0
2026-09-23,102002451,Cranbury,135.0,0.0,0.0,135.0
2026-09-23,102002451,LA,50.0,0.0,0.0,50.0
2026-09-23,102002453,Cranbury,142.0,0.0,0.0,142.0
2026-09-23,102002453,TRANSFER,294.0,0.0,0.0,0.0
2026-09-23,102002453,Texas,294.0,0.0,294.0,0.0
2026-09-23,102002539,LA,2195.0,0.0,0.0,2195.0
2026-09-23,102002539,TRANSFER,60.0,0.0,0.0,0.0
2026-09-23,102002548,LA,1106.0,0.0,0.0,1106.0
2026-09-23,102002584,LA,2393.0,0.0,0.0,2393.0
2026-09-23,102002592,LA,2105.0,0.0,0.0,2105.0
2026-09-23,102002592,TRANSFER,348.0,0.0,0.0,0.0
2026-09-23,102002592,Texas,348.0,0.0,348.0,0.0
2026-09-23,102002642,LA,2085.0,0.0,0.0,2085.0
2026-09-23,102002643,LA,62.0,0.0,55.0,7.0
2026-09-23,102002666,Cranbury,85.0,0.0,0.0,85.0
2026-09-23,102002666,LA,1181.0,0.0,0.0,1181.0
2026-09-23,102002666,TRANSFER,134.0,0.0,0.0,0.0
2026-09-23,102002666,Texas,134.0,0.0,134.0,0.0
2026-09-23,102002730,Cranbury,240.0,0.0,0.0,240.0
2026-09-23,102002730,LA,6834.0,0.0,0.0,6834.0
2026-09-23,102002730,Texas,217.0,0.0,0.0,217.0
2026-09-23,102002731,Cranbury,120.0,0.0,0.0,120.0
2026-09-23,102002731,LA,9498.0,0.0,0.0,9498.0
2026-09-23,102002731,Texas,187.0,0.0,0.0,187.0
2026-09-23,102002753,Cranbury,11.0,0.0,0.0,11.0
2026-09-23,102002753,LA,21.0,0.0,0.0,21.0
2026-09-23,102002755,Cranbury,17.0,0.0,0.0,17.0
2026-09-23,102002755,LA,2068.0,0.0,0.0,2068.0
2026-09-23,102002772,Cranbury,33.0,0.0,0.0,33.0
2026-09-23,102002772,LA,9843.0,0.0,0.0,9843.0
2026-09-23,102002773,Cranbury,35.0,0.0,0.0,35.0
2026-09-23,102002773,LA,10568.0,0.0,0.0,10568.0
2026-09-23,102002774,Cranbury,35.0,0.0,0.0,35.0
2026-09-23,102002774,LA,6007.0,0.0,0.0,6007.0
2026-09-23,102002775,Cranbury,35.0,0.0,0.0,35.0
2026-09-23,102002775,LA,4664.0,0.0,0.0,4664.0
2026-09-23,102002780,LA,9499.0,0.0,0.0,9499.0
2026-09-23,102002784,LA,9500.0,0.0,0.0,9500.0
2026-09-23,102002785,LA,2300.0,0.0,0.0,2300.0
2026-09-23,901001955,Chicago,20.0,0.0,0.0,20.0
2026-09-23,901001955,LA,105.0,0.0,0.0,105.0
2026-09-23,901001956,Chicago,20.0,0.0,0.0,20.0
2026-09-23,901001956,LA,74.0,0.0,0.0,74.0
2026-09-23,901001956,Texas,15.0,0.0,0.0,15.0
2026-09-23,901001957,Chicago,20.0,0.0,0.0,20.0
2026-09-23,901001957,LA,18.0,0.0,0.0,18.0
2026-09-23,901001961,Chicago,42.0,0.0,0.0,42.0
2026-09-23,901001961,LA,38.0,0.0,0.0,38.0
2026-09-23,901001961,Texas,37.0,0.0,0.0,37.0
2026-09-23,901001964,Chicago,20.0,0.0,0.0,20.0
2026-09-23,901001964,LA,7.0,0.0,0.0,7.0
2026-09-23,901001964,Texas,15.0,0.0,0.0,15.0
2026-09-23,902000868,LA,35.0,0.0,0.0,35.0
2026-09-23,902070007,Cranbury,83.0,0.0,0.0,83.0
2026-09-23,902070007,LA,3879.0,0.0,0.0,3879.0
2026-09-23,903070001,LA,2692.0,0.0,0.0,2692.0
2026-09-24,101001911,LA,14565.0,0.0,75.0,14490.0
2026-09-24,101002188,Chicago,118.0,99.0,0.0,217.0
2026-09-24,101002188,Cranbury,210.0,0.0,0.0,210.0
2026-09-24,101002188,Texas,198.0,0.0,0.0,198.0
2026-09-24,101002379,LA,17694.0,1955.0,4675.0,14974.0
2026-09-24,101002381,Chicago,0.0,600.0,0.0,600.0
2026-09-24,101002381,Cranbury,147.0,0.0,0.0,147.0
2026-09-24,101002381,LA,3784.0,0.0,0.0,3784.0
2026-09-24,101002381,Texas,900.0,0.0,75.0,825.0
2026-09-24,101002402,Chicago,631.0,0.0,75.0,556.0
2026-09-24,101002402,Cranbury,194.0,0.0,0.0,194.0
2026-09-24,101002402,LA,10.0,0.0,0.0,10.0
2026-09-24,101002612,Chicago,1287.0,0.0,0.0,1287.0
2026-09-24,101002612,Cranbury,3485.0,0.0,0.0,3485.0
2026-09-24,101002612,LA,96795.0,21000.0,23700.0,94095.0
2026-09-24,101002612,Texas,3475.0,0.0,300.0,3175.0
2026-09-24,101002613,LA,7326.0,7258.0,10258.0,4326.0
2026-09-24,101002622,LA,28034.0,10225.0,5280.0,32979.0
2026-09-24,101002640,Chicago,108.0,0.0,0.0,108.0
2026-09-24,101002640,Cranbury,245.0,0.0,0.0,245.0
2026-09-24,101002640,LA,7887.0,0.0,486.0,7401.0
2026-09-24,101002640,Texas,228.0,0.0,72.0,156.0
2026-09-24,101002715,Chicago,960.0,0.0,0.0,960.0
2026-09-24,101002715,Cranbury,7105.0,0.0,0.0,7105.0
2026-09-24,101002715,LA,78772.0,0.0,1240.0,77532.0
2026-09-24,101002715,Texas,817.0,0.0,0.0,817.0
2026-09-24,101002716,Cranbury,391.0,0.0,0.0,391.0
2026-09-24,101002716,LA,15194.0,0.0,0.0,15194.0
2026-09-24,101002716,Texas,809.0,0.0,0.0,809.0
2026-09-24,101002717,Chicago,98.0,0.0,0.0,98.0
2026-09-24,101002717,Cranbury,1359.0,0.0,0.0,1359.0
2026-09-24,101002717,LA,11891.0,0.0,0.0,11891.0
2026-09-24,101002717,Texas,38.0,0.0,0.0,38.0
2026-09-24,101002844,LA,1851.0,0.0,432.0,1419.0
2026-09-24,101002859,Chicago,393.0,1080.0,360.0,1113.0
2026-09-24,101002859,Cranbury,2460.0,720.0,0.0,3180.0
2026-09-24,101002859,LA,51149.0,10800.0,12796.0,49153.0
2026-09-24,101002859,Texas,1257.0,0.0,330.0,927.0
2026-09-24,101003015,Chicago,843.0,0.0,0.0,843.0
